genero,idade,peso,percentual_de_gordura,imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Feminino,36,111.5,35.0,41.96,Vegetariana,HIIT,3,Intermediário
Feminino,43,61.0,25.3,25.4,Cetogênica,Força,4,Iniciante
Feminino,33,64.3,27.7,24.5,Balanceada,Força,4,Avançado
Masculino,28,56.3,19.6,17.96,Paleolítica,Cardio,3,Iniciante
Feminino,34,65.9,25.9,23.36,Paleolítica,Cardio,3,Iniciante
Feminino,45,65.9,28.9,26.72,Balanceada,Yoga,2,Iniciante
Feminino,56,84.8,32.7,31.91,Vegetariana,Força,4,Intermediário
Masculino,51,79.4,30.2,31.39,Vegetariana,Força,3,Iniciante
Feminino,32,113.4,29.7,28.65,Vegetariana,Força,1,Iniciante
Feminino,19,82.8,29.0,25.55,Cetogênica,HIIT,2,Iniciante
Feminino,37,71.7,21.9,22.87,Balanceada,Cardio,2,Iniciante
Feminino,54,47.2,23.1,18.45,Cetogênica,HIIT,4,Intermediário
Feminino,56,51.5,20.0,19.38,Vegetariana,Força,3,Iniciante
Masculino,31,58.8,24.8,21.32,Balanceada,Yoga,2,Iniciante
Feminino,19,111.1,33.3,29.51,Paleolítica,Cardio,4,Intermediário
Masculino,59,77.9,22.3,21.12,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,43,61.2,27.0,24.5,Vegana,Yoga,4,Intermediário
Masculino,41,67.0,26.2,22.12,Vegetariana,HIIT,3,Iniciante
Masculino,53,78.4,27.2,28.45,Baixo Carboidrato,Força,3,Intermediário
Feminino,43,95.5,28.9,27.92,Paleolítica,Yoga,2,Iniciante
Feminino,37,88.8,30.8,27.72,Paleolítica,Força,4,Intermediário
Masculino,52,70.7,28.9,23.91,Paleolítica,Yoga,3,Iniciante
Feminino,34,112.0,33.2,32.72,Paleolítica,Força,3,Iniciante
Feminino,18,83.0,21.6,21.6,Balanceada,HIIT,4,Avançado
Feminino,34,54.3,22.2,23.5,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,21,80.9,24.0,22.41,Paleolítica,Yoga,3,Avançado
Masculino,46,47.8,20.4,16.14,Balanceada,Força,2,Iniciante
Masculino,54,116.7,31.2,29.17,Vegana,Cardio,2,Iniciante
Feminino,31,63.6,24.4,19.64,Cetogênica,Yoga,2,Iniciante
Feminino,42,73.7,26.1,27.73,Paleolítica,HIIT,2,Iniciante
Masculino,21,62.6,20.9,19.12,Vegana,Yoga,4,Iniciante
Feminino,38,49.8,26.4,21.85,Cetogênica,HIIT,3,Iniciante
Masculino,49,105.7,35.0,39.31,Vegana,HIIT,2,Intermediário
Masculino,32,65.2,25.8,24.83,Baixo Carboidrato,HIIT,1,Iniciante
Masculino,32,74.0,22.6,23.91,Balanceada,Yoga,4,Iniciante
Feminino,55,76.4,26.8,25.52,Vegetariana,Yoga,3,Iniciante
Feminino,19,60.6,29.4,23.96,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,45,65.2,25.1,26.46,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,37,66.4,25.2,21.68,Cetogênica,HIIT,4,Iniciante
Feminino,19,72.7,27.0,24.29,Cetogênica,Cardio,3,Intermediário
Masculino,49,46.5,17.6,15.71,Balanceada,Força,4,Iniciante
Feminino,27,61.9,27.6,24.2,Balanceada,Força,2,Intermediário
Feminino,49,56.8,28.2,22.45,Vegetariana,Força,3,Iniciante
Masculino,37,69.4,33.2,30.82,Vegetariana,Força,1,Iniciante
Feminino,47,45.2,17.9,12.15,Vegetariana,Cardio,3,Iniciante
Feminino,31,50.0,24.5,19.05,Balanceada,Força,2,Iniciante
Masculino,35,55.5,28.3,22.8,Vegana,Yoga,5,Intermediário
Masculino,27,80.9,30.9,31.21,Vegetariana,Cardio,3,Avançado
Masculino,31,49.1,21.3,21.55,Vegetariana,Cardio,2,Iniciante
Feminino,43,86.0,23.8,22.17,Baixo Carboidrato,Yoga,5,Avançado
Feminino,41,66.4,25.7,21.92,Cetogênica,Força,2,Iniciante
Masculino,22,86.1,26.4,23.85,Baixo Carboidrato,HIIT,5,Avançado
Feminino,49,70.5,27.9,24.97,Vegana,Yoga,2,Iniciante
Feminino,37,54.5,25.7,22.1,Cetogênica,HIIT,3,Iniciante
Masculino,28,114.0,33.1,32.59,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,52,79.4,32.1,31.43,Vegetariana,Força,2,Intermediário
Masculino,53,115.4,32.0,31.31,Paleolítica,Cardio,4,Iniciante
Masculino,30,69.5,20.0,17.73,Baixo Carboidrato,Força,2,Iniciante
Masculino,30,48.6,20.8,17.87,Balanceada,HIIT,2,Iniciante
Feminino,19,76.8,33.2,29.24,Cetogênica,Força,3,Intermediário
Masculino,34,52.3,19.3,16.51,Paleolítica,Força,3,Intermediário
Feminino,24,82.4,21.1,21.66,Paleolítica,HIIT,3,Avançado
Masculino,38,72.0,24.9,23.0,Paleolítica,Yoga,2,Iniciante
Masculino,27,57.7,19.4,14.44,Cetogênica,Força,4,Intermediário
Feminino,25,61.9,23.7,23.86,Vegetariana,Força,3,Intermediário
Feminino,19,47.0,20.8,17.67,Vegana,Yoga,3,Intermediário
Feminino,50,69.7,29.2,24.69,Vegetariana,HIIT,2,Iniciante
Masculino,38,83.7,29.2,27.64,Baixo Carboidrato,HIIT,4,Intermediário
Feminino,39,63.2,24.6,24.7,Vegana,Yoga,2,Iniciante
Masculino,28,83.9,26.9,26.18,Cetogênica,Força,3,Iniciante
Masculino,37,123.2,35.0,46.94,Paleolítica,Força,3,Intermediário
Masculino,41,54.7,19.7,22.76,Cetogênica,Yoga,3,Intermediário
Masculino,45,60.1,25.9,21.28,Paleolítica,Cardio,4,Iniciante
Masculino,45,48.7,19.3,18.12,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,53,84.1,28.0,27.15,Vegetariana,Força,4,Avançado
Masculino,41,61.4,22.5,19.17,Vegetariana,Força,5,Avançado
Feminino,38,86.8,24.5,26.8,Vegetariana,Força,4,Intermediário
Feminino,37,76.4,23.9,23.08,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,34,54.5,28.0,23.58,Paleolítica,Yoga,3,Iniciante
Feminino,33,81.6,21.9,20.6,Vegana,Yoga,4,Intermediário
Masculino,46,61.7,28.2,26.0,Balanceada,Cardio,4,Intermediário
Feminino,51,59.3,21.0,21.79,Cetogênica,Força,2,Iniciante
Masculino,46,87.2,30.9,32.42,Cetogênica,HIIT,3,Avançado
Masculino,39,87.7,24.3,25.08,Paleolítica,Yoga,4,Intermediário
Masculino,45,46.4,18.2,14.49,Baixo Carboidrato,Força,2,Intermediário
Masculino,41,42.7,20.1,14.1,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,51,59.3,22.0,20.29,Vegana,Yoga,3,Iniciante
Feminino,53,78.3,28.4,28.4,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,34,75.2,23.5,19.99,Vegana,Força,4,Intermediário
Feminino,21,101.4,29.9,26.67,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,23,44.2,17.2,16.83,Vegetariana,HIIT,2,Iniciante
Masculino,21,45.8,16.7,14.61,Vegetariana,HIIT,3,Iniciante
Masculino,49,45.8,20.9,16.43,Paleolítica,HIIT,4,Iniciante
Masculino,32,78.4,28.1,28.44,Cetogênica,Força,4,Intermediário
Feminino,21,88.8,35.0,34.67,Balanceada,Força,3,Avançado
Masculino,25,76.5,21.0,23.87,Vegetariana,Força,2,Intermediário
Masculino,38,63.3,23.3,21.66,Vegetariana,Cardio,3,Avançado
Feminino,45,78.7,22.7,20.48,Vegetariana,Yoga,2,Iniciante
Feminino,43,86.6,24.0,22.32,Cetogênica,Cardio,4,Intermediário
Feminino,24,96.1,28.2,26.61,Vegetariana,Yoga,4,Iniciante
Masculino,58,59.6,25.4,23.89,Balanceada,HIIT,4,Avançado
Masculino,23,88.2,29.2,29.14,Balanceada,Yoga,3,Intermediário
Feminino,38,45.8,27.6,16.23,Cetogênica,Força,3,Intermediário
Masculino,51,67.8,28.8,25.54,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,43,96.2,31.1,30.69,Balanceada,HIIT,3,Iniciante
Feminino,31,107.8,34.9,33.28,Cetogênica,HIIT,3,Iniciante
Masculino,53,59.9,22.3,22.55,Balanceada,Cardio,2,Iniciante
Masculino,47,87.5,28.5,32.54,Paleolítica,Força,3,Intermediário
Masculino,47,55.0,18.3,17.55,Vegetariana,Yoga,4,Iniciante
Masculino,43,76.1,23.3,20.65,Vegetariana,HIIT,3,Iniciante
Masculino,22,107.0,29.6,32.29,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,53,72.9,25.4,23.53,Cetogênica,Yoga,2,Intermediário
Masculino,21,54.4,25.4,20.97,Paleolítica,Força,4,Avançado
Feminino,23,40.2,16.0,14.97,Paleolítica,Yoga,2,Iniciante
Masculino,29,122.0,29.8,30.5,Vegetariana,Cardio,4,Intermediário
Masculino,37,92.0,29.7,29.37,Vegana,Cardio,2,Iniciante
Masculino,52,68.5,29.5,25.78,Cetogênica,Força,3,Iniciante
Feminino,18,56.5,19.8,16.17,Paleolítica,HIIT,3,Iniciante
Masculino,55,76.7,27.6,25.63,Cetogênica,HIIT,2,Iniciante
Masculino,53,74.7,28.5,28.81,Vegana,HIIT,3,Intermediário
Feminino,29,87.0,27.5,25.15,Balanceada,Yoga,4,Avançado
Feminino,30,114.0,30.8,31.25,Paleolítica,Força,2,Iniciante
Masculino,28,70.8,28.1,25.39,Balanceada,HIIT,3,Iniciante
Masculino,53,105.0,30.5,31.0,Vegana,HIIT,2,Iniciante
Masculino,54,57.2,20.3,18.68,Vegetariana,Força,5,Avançado
Feminino,48,39.6,18.5,14.72,Balanceada,Força,2,Intermediário
Masculino,33,75.3,29.8,29.41,Vegana,Força,2,Iniciante
Masculino,20,96.7,35.0,33.07,Baixo Carboidrato,Força,3,Iniciante
Feminino,42,73.2,30.9,28.95,Balanceada,Força,2,Iniciante
Masculino,43,70.6,28.1,25.6,Vegana,HIIT,2,Iniciante
Masculino,42,57.5,21.9,20.62,Cetogênica,Cardio,5,Avançado
Feminino,39,57.5,23.2,20.15,Cetogênica,HIIT,4,Intermediário
Feminino,25,53.5,25.4,22.85,Paleolítica,HIIT,2,Iniciante
Masculino,35,84.6,22.9,22.49,Cetogênica,Cardio,4,Avançado
Masculino,57,43.9,19.5,14.32,Baixo Carboidrato,Força,1,Iniciante
Masculino,40,87.2,24.2,24.94,Cetogênica,Cardio,4,Intermediário
Feminino,50,70.9,32.0,29.52,Paleolítica,Cardio,2,Iniciante
Masculino,57,90.1,33.0,30.47,Baixo Carboidrato,Força,1,Iniciante
Masculino,31,49.6,20.6,18.9,Vegetariana,Yoga,1,Iniciante
Masculino,55,130.5,35.0,43.59,Cetogênica,Yoga,3,Iniciante
Feminino,54,55.5,22.3,18.98,Balanceada,HIIT,2,Iniciante
Feminino,33,58.8,25.2,22.4,Balanceada,Yoga,3,Iniciante
Feminino,32,85.2,33.3,31.66,Balanceada,HIIT,3,Intermediário
Masculino,53,61.0,24.7,22.97,Vegana,HIIT,3,Iniciante
Feminino,56,44.8,17.9,14.98,Vegetariana,HIIT,3,Iniciante
Feminino,51,44.5,21.2,16.73,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,26,89.1,33.5,33.14,Balanceada,HIIT,4,Intermediário
Feminino,56,49.9,20.6,17.28,Vegana,Cardio,1,Iniciante
Feminino,29,82.5,24.7,20.83,Cetogênica,Força,2,Iniciante
Masculino,44,50.9,16.7,14.57,Paleolítica,Força,3,Intermediário
Feminino,27,77.0,29.4,26.63,Balanceada,Força,2,Iniciante
Feminino,47,56.1,21.0,17.9,Vegana,HIIT,4,Intermediário
Feminino,34,102.3,35.0,34.97,Cetogênica,Força,1,Iniciante
Feminino,34,75.5,24.8,20.06,Balanceada,HIIT,3,Intermediário
Feminino,21,95.9,33.3,36.11,Paleolítica,Yoga,4,Iniciante
Masculino,53,57.2,26.7,22.62,Baixo Carboidrato,Yoga,2,Intermediário
Masculino,23,59.6,25.2,19.24,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,42,70.2,23.8,25.48,Vegetariana,Força,1,Iniciante
Masculino,32,53.4,25.4,23.1,Vegetariana,Cardio,1,Iniciante
Feminino,37,74.6,24.9,22.52,Paleolítica,Força,4,Iniciante
Feminino,47,95.4,28.9,33.01,Balanceada,HIIT,3,Iniciante
Feminino,53,73.8,30.1,23.82,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,21,62.2,17.8,18.97,Baixo Carboidrato,Yoga,4,Intermediário
Feminino,54,67.3,30.2,28.37,Balanceada,HIIT,2,Iniciante
Feminino,54,115.6,33.0,28.91,Paleolítica,Yoga,2,Iniciante
Masculino,31,85.0,31.8,31.59,Balanceada,HIIT,3,Intermediário
Feminino,18,99.4,34.4,34.39,Vegetariana,HIIT,1,Iniciante
Feminino,30,61.7,31.4,26.69,Vegetariana,Cardio,4,Intermediário
Masculino,21,96.6,35.0,36.35,Vegetariana,HIIT,4,Iniciante
Masculino,24,67.0,26.7,25.86,Paleolítica,Yoga,2,Iniciante
Feminino,48,81.9,23.3,24.45,Cetogênica,HIIT,5,Avançado
Masculino,19,124.2,35.0,37.5,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,28,82.0,30.5,29.77,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,42,46.2,16.6,14.58,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,19,110.5,28.9,30.29,Cetogênica,Yoga,2,Iniciante
Masculino,45,59.5,21.2,21.07,Vegana,Cardio,3,Intermediário
Masculino,27,76.3,32.6,26.39,Paleolítica,Cardio,2,Iniciante
Feminino,18,57.7,21.3,18.85,Cetogênica,Força,3,Intermediário
Masculino,23,80.6,26.8,24.89,Vegana,Cardio,4,Avançado
Masculino,44,86.7,21.2,22.35,Vegetariana,Força,5,Avançado
Feminino,56,96.0,32.4,31.72,Baixo Carboidrato,Força,3,Intermediário
Masculino,44,68.9,26.0,22.24,Paleolítica,Cardio,3,Iniciante
Feminino,32,84.3,27.0,27.84,Paleolítica,Yoga,3,Iniciante
Masculino,35,78.1,27.4,28.01,Baixo Carboidrato,HIIT,4,Iniciante
Feminino,36,58.5,18.7,18.69,Vegetariana,Cardio,4,Avançado
Masculino,45,52.3,19.5,15.28,Cetogênica,Cardio,2,Iniciante
Feminino,49,87.8,31.8,34.29,Vegana,Cardio,1,Iniciante
Feminino,48,82.4,23.3,23.82,Cetogênica,Yoga,4,Avançado
Masculino,44,85.5,25.6,24.72,Cetogênica,Força,4,Intermediário
Masculino,43,109.1,35.0,36.45,Balanceada,HIIT,1,Iniciante
Masculino,37,52.8,17.1,18.05,Baixo Carboidrato,Força,4,Iniciante
Masculino,32,59.2,25.7,21.47,Paleolítica,Yoga,2,Iniciante
Masculino,26,72.9,29.3,26.12,Balanceada,HIIT,1,Iniciante
Masculino,57,85.6,30.1,29.98,Paleolítica,Cardio,5,Avançado
Feminino,28,52.3,19.8,20.19,Cetogênica,Força,3,Intermediário
Feminino,35,64.6,25.2,25.56,Vegana,Yoga,4,Intermediário
Feminino,42,42.7,20.3,15.5,Vegetariana,Yoga,2,Iniciante
Feminino,54,71.9,22.6,20.78,Baixo Carboidrato,Força,3,Iniciante
Feminino,21,51.4,20.2,17.57,Paleolítica,Cardio,3,Intermediário
Masculino,20,61.3,24.0,24.88,Vegetariana,Yoga,3,Intermediário
Feminino,21,57.8,22.2,19.53,Baixo Carboidrato,Força,2,Iniciante
Feminino,46,88.6,35.0,34.62,Baixo Carboidrato,Força,5,Avançado
Masculino,33,45.4,22.5,20.18,Vegetariana,Yoga,3,Iniciante
Feminino,40,63.4,25.8,24.17,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,18,72.0,28.8,30.35,Baixo Carboidrato,Força,2,Iniciante
Masculino,30,69.8,29.3,28.68,Vegetariana,Força,4,Iniciante
Feminino,34,97.7,35.0,33.42,Cetogênica,Cardio,3,Intermediário
Masculino,31,75.4,23.1,20.26,Paleolítica,Força,1,Iniciante
Feminino,30,51.5,20.8,17.0,Cetogênica,Yoga,3,Intermediário
Feminino,22,71.6,20.6,19.24,Baixo Carboidrato,HIIT,4,Intermediário
Masculino,21,79.4,35.0,34.38,Vegana,HIIT,3,Intermediário
Feminino,24,59.7,19.2,18.63,Baixo Carboidrato,HIIT,4,Avançado
Masculino,59,85.8,32.4,30.76,Balanceada,Força,4,Avançado
Feminino,22,84.0,23.5,21.2,Paleolítica,Yoga,3,Intermediário
Feminino,18,60.9,21.4,19.0,Vegana,Yoga,2,Iniciante
Feminino,28,68.3,26.1,23.08,Vegana,Yoga,3,Intermediário
Masculino,49,86.6,34.3,32.58,Vegana,Cardio,4,Intermediário
Masculino,41,63.6,20.3,20.31,Balanceada,HIIT,2,Iniciante
Feminino,58,126.1,35.0,44.15,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,58,76.4,25.3,24.39,Vegana,Força,2,Iniciante
Masculino,32,62.2,25.4,23.4,Baixo Carboidrato,HIIT,5,Avançado
Feminino,44,85.1,27.4,24.59,Balanceada,Cardio,4,Avançado
Masculino,28,55.5,18.0,17.32,Vegetariana,Cardio,4,Avançado
Masculino,44,59.3,27.1,26.01,Vegana,Força,4,Intermediário
Feminino,55,118.6,35.0,40.1,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,32,83.8,29.7,27.67,Balanceada,Yoga,3,Iniciante
Masculino,21,100.8,28.5,29.78,Balanceada,HIIT,4,Intermediário
Masculino,28,102.1,33.4,30.15,Vegetariana,Força,3,Iniciante
Masculino,38,71.6,21.4,20.25,Vegana,Yoga,1,Iniciante
Masculino,52,125.3,33.4,34.34,Baixo Carboidrato,Yoga,1,Iniciante
Feminino,42,113.1,34.5,33.76,Vegetariana,HIIT,4,Iniciante
Masculino,25,70.9,28.6,25.74,Cetogênica,HIIT,3,Iniciante
Feminino,53,85.9,23.8,27.72,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,56,52.7,20.7,21.38,Baixo Carboidrato,Força,3,Iniciante
Masculino,52,73.9,25.9,23.85,Vegetariana,Cardio,2,Iniciante
Feminino,42,72.1,24.1,25.26,Balanceada,Força,3,Intermediário
Feminino,44,69.0,29.3,22.54,Vegana,Força,3,Iniciante
Masculino,43,56.9,17.4,17.77,Cetogênica,Cardio,4,Intermediário
Feminino,44,46.8,19.7,14.59,Balanceada,Força,2,Iniciante
Feminino,40,52.3,23.1,20.18,Balanceada,Cardio,1,Iniciante
Masculino,27,128.5,35.0,37.13,Cetogênica,Cardio,4,Intermediário
Feminino,50,86.3,27.5,32.48,Baixo Carboidrato,HIIT,3,Avançado
Feminino,27,73.1,29.0,26.23,Cetogênica,Força,3,Intermediário
Feminino,29,91.4,26.3,23.08,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,33,56.1,25.5,21.63,Cetogênica,Yoga,4,Avançado
Masculino,42,82.9,25.7,21.8,Vegana,HIIT,4,Avançado
Masculino,18,64.6,29.5,26.91,Balanceada,Yoga,3,Iniciante
Masculino,52,81.6,27.7,27.58,Cetogênica,HIIT,4,Iniciante
Masculino,18,64.5,23.0,24.26,Balanceada,Cardio,5,Avançado
Masculino,48,45.4,17.3,14.98,Paleolítica,Cardio,2,Iniciante
Feminino,36,103.4,32.1,28.94,Paleolítica,Força,1,Iniciante
Feminino,38,85.8,28.5,25.91,Balanceada,Força,4,Intermediário
Masculino,49,84.8,27.4,30.03,Vegana,Yoga,4,Avançado
Masculino,55,71.5,33.0,27.24,Vegetariana,Yoga,2,Iniciante
Masculino,20,70.8,22.5,24.8,Paleolítica,Cardio,3,Intermediário
Masculino,30,77.7,27.4,26.56,Vegana,Cardio,4,Intermediário
Masculino,31,77.6,24.2,21.05,Vegetariana,Cardio,3,Iniciante
Masculino,46,127.3,35.0,41.1,Balanceada,Yoga,2,Iniciante
Masculino,43,69.9,26.1,22.82,Cetogênica,Yoga,3,Iniciante
Feminino,29,58.7,24.8,22.65,Balanceada,HIIT,3,Intermediário
Masculino,29,62.8,20.8,17.03,Vegana,HIIT,1,Iniciante
Masculino,53,75.3,26.7,25.45,Vegana,HIIT,3,Iniciante
Feminino,50,64.6,24.9,20.17,Cetogênica,Yoga,4,Iniciante
Feminino,43,61.4,28.3,25.57,Vegetariana,Cardio,4,Intermediário
Feminino,32,58.3,25.9,21.14,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,49,89.4,29.7,32.06,Balanceada,HIIT,4,Avançado
Feminino,53,46.8,22.2,20.81,Paleolítica,Cardio,2,Iniciante
Masculino,41,72.6,29.4,27.65,Paleolítica,Força,3,Iniciante
Masculino,49,57.9,23.4,23.19,Vegetariana,Força,5,Intermediário
Masculino,22,40.6,17.6,13.25,Vegana,Yoga,3,Iniciante
Feminino,51,74.1,28.0,27.87,Paleolítica,Yoga,3,Iniciante
Masculino,42,55.2,20.8,18.45,Paleolítica,HIIT,5,Avançado
Masculino,39,63.5,22.3,15.88,Vegetariana,Cardio,4,Intermediário
Masculino,42,73.1,30.9,28.92,Vegana,Força,2,Iniciante
Feminino,18,96.0,28.9,28.05,Vegana,Cardio,4,Iniciante
Feminino,51,88.2,35.0,33.59,Balanceada,Força,4,Avançado
Masculino,51,80.1,35.0,35.14,Balanceada,Cardio,3,Iniciante
Masculino,31,48.8,21.1,18.58,Paleolítica,HIIT,2,Iniciante
Masculino,22,86.7,22.1,23.75,Vegana,HIIT,5,Intermediário
Masculino,51,64.9,27.4,28.45,Vegana,Força,3,Intermediário
Masculino,31,57.4,23.4,23.57,Baixo Carboidrato,Yoga,4,Avançado
Feminino,41,64.8,25.7,23.8,Cetogênica,HIIT,2,Intermediário
Feminino,58,76.3,28.6,24.36,Baixo Carboidrato,Força,3,Iniciante
Feminino,37,92.0,32.9,29.38,Paleolítica,HIIT,1,Iniciante
Masculino,44,51.0,17.8,14.59,Vegana,Força,4,Intermediário
Feminino,41,82.0,23.3,23.46,Vegana,Força,5,Intermediário
Masculino,42,66.2,23.3,21.37,Paleolítica,Yoga,4,Intermediário
Feminino,20,71.4,24.1,25.01,Baixo Carboidrato,Cardio,3,Intermediário
Feminino,57,51.7,21.4,19.46,Balanceada,HIIT,4,Iniciante
Feminino,56,63.7,29.1,27.56,Balanceada,Yoga,5,Avançado
Feminino,31,70.1,29.4,26.72,Balanceada,Yoga,1,Iniciante
Feminino,21,39.8,19.1,16.37,Cetogênica,Força,4,Iniciante
Feminino,39,55.0,22.6,21.23,Vegetariana,Força,3,Intermediário
Feminino,49,45.4,17.8,15.01,Paleolítica,HIIT,3,Intermediário
Masculino,23,51.2,19.5,18.34,Cetogênica,Força,2,Iniciante
Feminino,40,63.6,27.3,25.14,Vegetariana,HIIT,5,Avançado
Feminino,43,73.0,24.5,22.52,Vegana,Yoga,2,Iniciante
Masculino,28,70.2,25.3,28.11,Paleolítica,Cardio,2,Iniciante
Feminino,57,83.6,33.7,30.7,Balanceada,Força,3,Avançado
Masculino,45,73.3,27.6,23.93,Vegana,Cardio,4,Intermediário
Masculino,57,67.3,20.2,21.97,Baixo Carboidrato,Força,2,Iniciante
Feminino,59,54.0,21.8,17.64,Vegetariana,Força,3,Iniciante
Feminino,41,50.7,17.3,16.57,Paleolítica,Força,2,Iniciante
Masculino,49,68.8,22.7,21.95,Cetogênica,Yoga,3,Intermediário
Masculino,58,96.6,32.4,33.03,Balanceada,Yoga,3,Iniciante
Feminino,32,46.1,25.8,20.49,Vegana,HIIT,3,Iniciante
Masculino,49,67.4,24.9,22.02,Cetogênica,HIIT,2,Iniciante
Masculino,45,79.6,22.8,20.94,Paleolítica,HIIT,3,Intermediário
Masculino,46,65.9,21.9,22.54,Paleolítica,Yoga,3,Iniciante
Masculino,46,108.1,35.0,40.2,Vegana,HIIT,2,Iniciante
Masculino,40,57.7,20.7,14.72,Cetogênica,Cardio,3,Iniciante
Masculino,18,65.6,28.3,26.26,Cetogênica,Yoga,2,Iniciante
Feminino,57,46.3,18.0,14.95,Baixo Carboidrato,Força,3,Iniciante
Masculino,45,60.1,24.7,21.29,Balanceada,Força,4,Intermediário
Masculino,50,59.4,23.3,21.81,Baixo Carboidrato,Yoga,2,Intermediário
Feminino,31,79.1,27.7,27.06,Cetogênica,HIIT,3,Iniciante
Masculino,36,109.8,35.0,41.85,Vegetariana,Força,3,Iniciante
Feminino,21,79.0,35.0,34.65,Cetogênica,Força,3,Iniciante
Feminino,20,120.3,35.0,40.19,Cetogênica,HIIT,2,Iniciante
Feminino,48,69.6,27.2,26.51,Balanceada,Força,3,Intermediário
Masculino,19,75.5,24.6,25.24,Baixo Carboidrato,Força,4,Intermediário
Masculino,51,63.8,25.1,24.33,Paleolítica,Cardio,4,Intermediário
Masculino,32,126.2,34.7,37.7,Baixo Carboidrato,HIIT,3,Iniciante
Feminino,54,83.8,29.5,23.97,Vegana,HIIT,4,Avançado
Masculino,30,63.0,25.6,22.57,Balanceada,Yoga,4,Intermediário
Feminino,48,57.8,20.0,14.59,Balanceada,Força,3,Iniciante
Feminino,41,49.2,22.3,21.84,Balanceada,Força,2,Iniciante
Feminino,52,52.0,26.4,18.66,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,38,59.0,24.2,19.96,Cetogênica,Força,2,Intermediário
Feminino,53,67.7,30.9,28.17,Cetogênica,Cardio,3,Intermediário
Masculino,39,59.3,20.0,15.12,Cetogênica,HIIT,3,Iniciante
Masculino,19,64.6,22.2,20.38,Cetogênica,HIIT,4,Avançado
Feminino,18,60.7,22.8,18.93,Vegana,Yoga,1,Iniciante
Masculino,42,80.8,27.5,25.5,Vegetariana,Força,5,Avançado
Feminino,27,122.2,32.7,32.47,Vegetariana,Força,4,Intermediário
Feminino,22,101.8,32.1,30.07,Vegetariana,Força,3,Iniciante
Feminino,59,89.7,34.0,30.31,Vegana,HIIT,3,Iniciante
Feminino,47,84.4,26.4,25.78,Baixo Carboidrato,Força,4,Avançado
Feminino,41,76.0,23.1,19.59,Paleolítica,Yoga,3,Iniciante
Feminino,55,43.4,20.6,15.21,Vegana,Cardio,2,Iniciante
Masculino,40,77.9,27.4,25.16,Cetogênica,Cardio,3,Intermediário
Feminino,54,64.7,26.0,27.65,Vegetariana,Força,4,Intermediário
Masculino,30,60.7,27.9,25.25,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,56,109.3,35.0,39.65,Baixo Carboidrato,HIIT,3,Intermediário
Masculino,19,82.7,30.0,25.51,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,21,106.5,30.0,32.16,Cetogênica,HIIT,3,Iniciante
Feminino,51,49.4,23.7,19.04,Vegetariana,Força,2,Iniciante
Masculino,48,68.4,26.0,23.95,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,50,115.7,35.0,41.49,Vegetariana,Força,3,Intermediário
Feminino,42,95.5,29.6,30.49,Paleolítica,HIIT,3,Iniciante
Feminino,52,66.3,31.7,28.7,Vegana,Força,3,Intermediário
Feminino,26,71.0,30.0,31.56,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,18,57.3,22.2,16.39,Paleolítica,Cardio,2,Iniciante
Masculino,19,73.9,22.8,23.59,Vegetariana,Cardio,2,Intermediário
Masculino,35,123.9,35.0,43.37,Vegana,Yoga,3,Intermediário
Masculino,28,114.0,31.0,32.59,Cetogênica,Força,2,Intermediário
Feminino,22,114.9,35.0,44.9,Cetogênica,Cardio,4,Intermediário
Feminino,40,61.9,29.3,26.43,Vegana,Força,4,Avançado
Feminino,46,97.8,27.1,27.1,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,41,76.2,23.3,19.64,Vegetariana,Força,3,Iniciante
Feminino,18,48.8,20.2,17.1,Cetogênica,Cardio,3,Iniciante
