genero,idade,peso,percentual_de_gordura,imc,classificacao_imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,42,97.9,29.3,26.83,Sobrepeso,Cetogênica,HIIT,2,Intermediário
Masculino,23,121.4,35.0,35.46,Obesidade Grau II,Paleolítica,Cardio,2,Iniciante
Masculino,55,129.4,34.9,34.04,Obesidade Grau I,Vegana,Cardio,1,Iniciante
Masculino,45,57.3,18.0,19.37,Peso Normal,Baixo Carboidrato,HIIT,4,Iniciante
Masculino,19,57.0,20.3,16.29,Abaixo do Peso,Balanceada,Cardio,2,Iniciante
Feminino,24,81.6,29.7,31.47,Obesidade Grau I,Vegana,Cardio,3,Avançado
Masculino,59,60.3,19.3,19.47,Peso Normal,Baixo Carboidrato,HIIT,5,Intermediário
Feminino,44,65.6,21.6,20.26,Peso Normal,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,48,94.7,33.9,32.78,Obesidade Grau I,Vegetariana,Yoga,3,Iniciante
Masculino,56,67.5,26.2,27.05,Sobrepeso,Cetogênica,HIIT,2,Iniciante
Masculino,34,88.0,30.7,32.7,Obesidade Grau I,Cetogênica,Força,3,Avançado
Masculino,53,77.8,26.8,21.55,Peso Normal,Vegetariana,Cardio,2,Iniciante
Feminino,27,79.1,31.2,31.29,Obesidade Grau I,Cetogênica,Força,2,Iniciante
Masculino,53,64.5,25.6,26.83,Sobrepeso,Vegetariana,Força,4,Intermediário
Masculino,39,58.0,24.5,23.82,Peso Normal,Balanceada,HIIT,2,Iniciante
Masculino,26,63.7,28.7,28.71,Sobrepeso,Vegetariana,HIIT,5,Intermediário
Masculino,53,117.8,35.0,44.89,Obesidade Grau III,Baixo Carboidrato,HIIT,4,Iniciante
Feminino,22,48.0,22.9,15.51,Abaixo do Peso,Cetogênica,Força,3,Intermediário
Feminino,46,88.8,34.5,34.69,Obesidade Grau I,Cetogênica,Cardio,5,Avançado
Masculino,22,82.8,26.6,25.56,Sobrepeso,Cetogênica,Yoga,2,Iniciante
Masculino,31,57.3,23.6,23.56,Peso Normal,Paleolítica,Cardio,5,Intermediário
Feminino,30,78.0,26.7,26.69,Sobrepeso,Vegetariana,HIIT,4,Iniciante
Masculino,30,86.7,32.7,30.36,Obesidade Grau I,Cetogênica,Cardio,3,Intermediário
Masculino,47,42.2,21.5,16.91,Abaixo do Peso,Paleolítica,Força,3,Intermediário
Masculino,42,73.2,26.0,27.55,Sobrepeso,Cetogênica,Cardio,3,Iniciante
Masculino,54,70.0,29.2,30.31,Obesidade Grau I,Vegana,Cardio,1,Iniciante
Masculino,32,56.8,25.3,24.24,Peso Normal,Paleolítica,Cardio,5,Avançado
Feminino,49,69.8,20.0,19.54,Peso Normal,Paleolítica,Yoga,3,Iniciante
Masculino,41,55.9,24.8,23.89,Peso Normal,Cetogênica,Cardio,3,Iniciante
Masculino,36,55.7,17.5,14.8,Abaixo do Peso,Vegetariana,Cardio,4,Intermediário
Feminino,36,109.5,35.0,41.73,Obesidade Grau III,Vegetariana,Cardio,3,Iniciante
Masculino,18,68.4,24.0,21.11,Peso Normal,Paleolítica,Cardio,4,Iniciante
Feminino,20,55.2,22.1,17.42,Abaixo do Peso,Vegana,Cardio,2,Iniciante
Masculino,25,59.6,26.9,26.14,Sobrepeso,Paleolítica,Força,5,Avançado
Feminino,51,47.5,20.8,20.04,Peso Normal,Vegana,HIIT,3,Intermediário
Feminino,19,71.7,29.4,28.71,Sobrepeso,Vegetariana,Cardio,2,Intermediário
Masculino,45,48.1,19.2,17.9,Abaixo do Peso,Paleolítica,Cardio,3,Iniciante
Feminino,46,66.9,24.1,22.08,Peso Normal,Vegetariana,Yoga,2,Intermediário
Feminino,28,57.2,17.9,18.26,Abaixo do Peso,Balanceada,Força,3,Iniciante
Feminino,43,81.0,25.2,25.58,Sobrepeso,Balanceada,Força,5,Avançado
Feminino,19,72.1,20.6,19.15,Peso Normal,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,29,53.9,21.0,23.33,Peso Normal,Vegetariana,Yoga,3,Iniciante
Feminino,21,111.5,35.0,39.04,Obesidade Grau II,Paleolítica,Força,3,Iniciante
Feminino,38,47.0,19.9,14.65,Abaixo do Peso,Paleolítica,HIIT,3,Iniciante
Masculino,48,81.6,24.8,21.47,Peso Normal,Vegana,HIIT,5,Avançado
Masculino,42,43.9,15.6,15.94,Abaixo do Peso,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,37,74.7,26.7,22.56,Peso Normal,Vegetariana,Yoga,3,Intermediário
Masculino,22,61.2,25.2,23.3,Peso Normal,Vegetariana,HIIT,4,Avançado
Feminino,36,99.5,26.8,25.12,Sobrepeso,Paleolítica,HIIT,2,Iniciante
Feminino,31,63.7,25.3,19.67,Peso Normal,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,41,63.2,18.8,16.12,Abaixo do Peso,Paleolítica,HIIT,4,Intermediário
Masculino,35,50.6,25.4,19.77,Peso Normal,Baixo Carboidrato,Yoga,4,Intermediário
Feminino,51,57.4,21.1,18.33,Abaixo do Peso,Cetogênica,Força,3,Intermediário
Masculino,31,66.1,26.4,23.7,Peso Normal,Baixo Carboidrato,Força,3,Iniciante
Feminino,56,67.7,32.2,27.11,Sobrepeso,Paleolítica,Yoga,1,Iniciante
Masculino,57,58.4,27.8,21.2,Peso Normal,Vegana,Força,1,Iniciante
Masculino,39,71.8,26.9,20.31,Peso Normal,Vegana,Yoga,2,Iniciante
Feminino,18,65.9,30.3,27.45,Sobrepeso,Balanceada,HIIT,2,Intermediário
Feminino,52,66.6,30.0,26.0,Sobrepeso,Vegana,HIIT,3,Iniciante
Masculino,47,81.2,29.0,25.9,Sobrepeso,Balanceada,Yoga,3,Intermediário
Feminino,43,110.4,35.0,35.64,Obesidade Grau II,Cetogênica,HIIT,3,Iniciante
Feminino,53,79.4,23.5,22.0,Peso Normal,Baixo Carboidrato,Yoga,1,Iniciante
Feminino,45,118.2,29.3,31.08,Obesidade Grau I,Vegetariana,Yoga,2,Iniciante
Feminino,36,111.5,35.0,41.96,Obesidade Grau III,Vegetariana,HIIT,3,Intermediário
Feminino,43,61.0,25.3,25.4,Sobrepeso,Cetogênica,Força,4,Iniciante
Feminino,33,64.3,27.7,24.5,Peso Normal,Balanceada,Força,4,Avançado
Masculino,28,56.3,19.6,17.96,Abaixo do Peso,Paleolítica,Cardio,3,Iniciante
Feminino,34,65.9,25.9,23.36,Peso Normal,Paleolítica,Cardio,3,Iniciante
Feminino,45,65.9,28.9,26.72,Sobrepeso,Balanceada,Yoga,2,Iniciante
Feminino,56,84.8,32.7,31.91,Obesidade Grau I,Vegetariana,Força,4,Intermediário
Masculino,51,79.4,30.2,31.39,Obesidade Grau I,Vegetariana,Força,3,Iniciante
Feminino,32,113.4,29.7,28.65,Sobrepeso,Vegetariana,Força,1,Iniciante
Feminino,19,82.8,29.0,25.55,Sobrepeso,Cetogênica,HIIT,2,Iniciante
Feminino,37,71.7,21.9,22.87,Peso Normal,Balanceada,Cardio,2,Iniciante
Feminino,54,47.2,23.1,18.45,Abaixo do Peso,Cetogênica,HIIT,4,Intermediário
Feminino,56,51.5,20.0,19.38,Peso Normal,Vegetariana,Força,3,Iniciante
Masculino,31,58.8,24.8,21.32,Peso Normal,Balanceada,Yoga,2,Iniciante
Feminino,19,111.1,33.3,29.51,Sobrepeso,Paleolítica,Cardio,4,Intermediário
Masculino,59,77.9,22.3,21.12,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,43,61.2,27.0,24.5,Peso Normal,Vegana,Yoga,4,Intermediário
Masculino,41,67.0,26.2,22.12,Peso Normal,Vegetariana,HIIT,3,Iniciante
Masculino,53,78.4,27.2,28.45,Sobrepeso,Baixo Carboidrato,Força,3,Intermediário
Feminino,43,95.5,28.9,27.92,Sobrepeso,Paleolítica,Yoga,2,Iniciante
Feminino,37,88.8,30.8,27.72,Sobrepeso,Paleolítica,Força,4,Intermediário
Masculino,52,70.7,28.9,23.91,Peso Normal,Paleolítica,Yoga,3,Iniciante
Feminino,34,112.0,33.2,32.72,Obesidade Grau I,Paleolítica,Força,3,Iniciante
Feminino,18,83.0,21.6,21.6,Peso Normal,Balanceada,HIIT,4,Avançado
Feminino,34,54.3,22.2,23.5,Peso Normal,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,21,80.9,24.0,22.41,Peso Normal,Paleolítica,Yoga,3,Avançado
Masculino,46,47.8,20.4,16.14,Abaixo do Peso,Balanceada,Força,2,Iniciante
Masculino,54,116.7,31.2,29.17,Sobrepeso,Vegana,Cardio,2,Iniciante
Feminino,31,63.6,24.4,19.64,Peso Normal,Cetogênica,Yoga,2,Iniciante
Feminino,42,73.7,26.1,27.73,Sobrepeso,Paleolítica,HIIT,2,Iniciante
Masculino,21,62.6,20.9,19.12,Peso Normal,Vegana,Yoga,4,Iniciante
Feminino,38,49.8,26.4,21.85,Peso Normal,Cetogênica,HIIT,3,Iniciante
Masculino,49,105.7,35.0,39.31,Obesidade Grau II,Vegana,HIIT,2,Intermediário
Masculino,32,65.2,25.8,24.83,Peso Normal,Baixo Carboidrato,HIIT,1,Iniciante
Masculino,32,74.0,22.6,23.91,Peso Normal,Balanceada,Yoga,4,Iniciante
Feminino,55,76.4,26.8,25.52,Sobrepeso,Vegetariana,Yoga,3,Iniciante
Feminino,19,60.6,29.4,23.96,Peso Normal,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,45,65.2,25.1,26.46,Sobrepeso,Baixo Carboidrato,Cardio,1,Iniciante
Masculino,37,66.4,25.2,21.68,Peso Normal,Cetogênica,HIIT,4,Iniciante
Feminino,19,72.7,27.0,24.29,Peso Normal,Cetogênica,Cardio,3,Intermediário
Masculino,49,46.5,17.6,15.71,Abaixo do Peso,Balanceada,Força,4,Iniciante
Feminino,27,61.9,27.6,24.2,Peso Normal,Balanceada,Força,2,Intermediário
Feminino,49,56.8,28.2,22.45,Peso Normal,Vegetariana,Força,3,Iniciante
Masculino,37,69.4,33.2,30.82,Obesidade Grau I,Vegetariana,Força,1,Iniciante
Feminino,47,45.2,17.9,12.15,Abaixo do Peso,Vegetariana,Cardio,3,Iniciante
Feminino,31,50.0,24.5,19.05,Peso Normal,Balanceada,Força,2,Iniciante
Masculino,35,55.5,28.3,22.8,Peso Normal,Vegana,Yoga,5,Intermediário
Masculino,27,80.9,30.9,31.21,Obesidade Grau I,Vegetariana,Cardio,3,Avançado
Masculino,31,49.1,21.3,21.55,Peso Normal,Vegetariana,Cardio,2,Iniciante
Feminino,43,86.0,23.8,22.17,Peso Normal,Baixo Carboidrato,Yoga,5,Avançado
Feminino,41,66.4,25.7,21.92,Peso Normal,Cetogênica,Força,2,Iniciante
Masculino,22,86.1,26.4,23.85,Peso Normal,Baixo Carboidrato,HIIT,5,Avançado
Feminino,49,70.5,27.9,24.97,Obesidade Grau III,Vegana,Yoga,2,Iniciante
Feminino,37,54.5,25.7,22.1,Peso Normal,Cetogênica,HIIT,3,Iniciante
Masculino,28,114.0,33.1,32.59,Obesidade Grau I,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,52,79.4,32.1,31.43,Obesidade Grau I,Vegetariana,Força,2,Intermediário
Masculino,53,115.4,32.0,31.31,Obesidade Grau I,Paleolítica,Cardio,4,Iniciante
Masculino,30,69.5,20.0,17.73,Abaixo do Peso,Baixo Carboidrato,Força,2,Iniciante
Masculino,30,48.6,20.8,17.87,Abaixo do Peso,Balanceada,HIIT,2,Iniciante
Feminino,19,76.8,33.2,29.24,Sobrepeso,Cetogênica,Força,3,Intermediário
Masculino,34,52.3,19.3,16.51,Abaixo do Peso,Paleolítica,Força,3,Intermediário
Feminino,24,82.4,21.1,21.66,Peso Normal,Paleolítica,HIIT,3,Avançado
Masculino,38,72.0,24.9,23.0,Peso Normal,Paleolítica,Yoga,2,Iniciante
Masculino,27,57.7,19.4,14.44,Abaixo do Peso,Cetogênica,Força,4,Intermediário
Feminino,25,61.9,23.7,23.86,Peso Normal,Vegetariana,Força,3,Intermediário
Feminino,19,47.0,20.8,17.67,Abaixo do Peso,Vegana,Yoga,3,Intermediário
Feminino,50,69.7,29.2,24.69,Peso Normal,Vegetariana,HIIT,2,Iniciante
Masculino,38,83.7,29.2,27.64,Sobrepeso,Baixo Carboidrato,HIIT,4,Intermediário
Feminino,39,63.2,24.6,24.7,Peso Normal,Vegana,Yoga,2,Iniciante
Masculino,28,83.9,26.9,26.18,Sobrepeso,Cetogênica,Força,3,Iniciante
Masculino,37,123.2,35.0,46.94,Obesidade Grau III,Paleolítica,Força,3,Intermediário
Masculino,41,54.7,19.7,22.76,Peso Normal,Cetogênica,Yoga,3,Intermediário
Masculino,45,60.1,25.9,21.28,Peso Normal,Paleolítica,Cardio,4,Iniciante
Masculino,45,48.7,19.3,18.12,Abaixo do Peso,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,53,84.1,28.0,27.15,Sobrepeso,Vegetariana,Força,4,Avançado
Masculino,41,61.4,22.5,19.17,Peso Normal,Vegetariana,Força,5,Avançado
Feminino,38,86.8,24.5,26.8,Sobrepeso,Vegetariana,Força,4,Intermediário
Feminino,37,76.4,23.9,23.08,Peso Normal,Baixo Carboidrato,Cardio,4,Iniciante
Feminino,34,54.5,28.0,23.58,Peso Normal,Paleolítica,Yoga,3,Iniciante
Feminino,33,81.6,21.9,20.6,Peso Normal,Vegana,Yoga,4,Intermediário
Masculino,46,61.7,28.2,26.0,Sobrepeso,Balanceada,Cardio,4,Intermediário
Feminino,51,59.3,21.0,21.79,Peso Normal,Cetogênica,Força,2,Iniciante
Masculino,46,87.2,30.9,32.42,Obesidade Grau I,Cetogênica,HIIT,3,Avançado
Masculino,39,87.7,24.3,25.08,Sobrepeso,Paleolítica,Yoga,4,Intermediário
Masculino,45,46.4,18.2,14.49,Abaixo do Peso,Baixo Carboidrato,Força,2,Intermediário
Masculino,41,42.7,20.1,14.1,Abaixo do Peso,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,51,59.3,22.0,20.29,Peso Normal,Vegana,Yoga,3,Iniciante
Feminino,53,78.3,28.4,28.4,Sobrepeso,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,34,75.2,23.5,19.99,Peso Normal,Vegana,Força,4,Intermediário
Feminino,21,101.4,29.9,26.67,Sobrepeso,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,23,44.2,17.2,16.83,Abaixo do Peso,Vegetariana,HIIT,2,Iniciante
Masculino,21,45.8,16.7,14.61,Abaixo do Peso,Vegetariana,HIIT,3,Iniciante
Masculino,49,45.8,20.9,16.43,Abaixo do Peso,Paleolítica,HIIT,4,Iniciante
Masculino,32,78.4,28.1,28.44,Sobrepeso,Cetogênica,Força,4,Intermediário
Feminino,21,88.8,35.0,34.67,Obesidade Grau I,Balanceada,Força,3,Avançado
Masculino,25,76.5,21.0,23.87,Peso Normal,Vegetariana,Força,2,Intermediário
Masculino,38,63.3,23.3,21.66,Peso Normal,Vegetariana,Cardio,3,Avançado
Feminino,45,78.7,22.7,20.48,Peso Normal,Vegetariana,Yoga,2,Iniciante
Feminino,43,86.6,24.0,22.32,Peso Normal,Cetogênica,Cardio,4,Intermediário
Feminino,24,96.1,28.2,26.61,Sobrepeso,Vegetariana,Yoga,4,Iniciante
Masculino,58,59.6,25.4,23.89,Peso Normal,Balanceada,HIIT,4,Avançado
Masculino,23,88.2,29.2,29.14,Sobrepeso,Balanceada,Yoga,3,Intermediário
Feminino,38,45.8,27.6,16.23,Abaixo do Peso,Cetogênica,Força,3,Intermediário
Masculino,51,67.8,28.8,25.54,Sobrepeso,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,43,96.2,31.1,30.69,Obesidade Grau I,Balanceada,HIIT,3,Iniciante
Feminino,31,107.8,34.9,33.28,Obesidade Grau I,Cetogênica,HIIT,3,Iniciante
Masculino,53,59.9,22.3,22.55,Peso Normal,Balanceada,Cardio,2,Iniciante
Masculino,47,87.5,28.5,32.54,Obesidade Grau I,Paleolítica,Força,3,Intermediário
Masculino,47,55.0,18.3,17.55,Abaixo do Peso,Vegetariana,Yoga,4,Iniciante
Masculino,43,76.1,23.3,20.65,Peso Normal,Vegetariana,HIIT,3,Iniciante
Masculino,22,107.0,29.6,32.29,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,53,72.9,25.4,23.53,Peso Normal,Cetogênica,Yoga,2,Intermediário
Masculino,21,54.4,25.4,20.97,Peso Normal,Paleolítica,Força,4,Avançado
Feminino,23,40.2,16.0,14.97,Abaixo do Peso,Paleolítica,Yoga,2,Iniciante
Masculino,29,122.0,29.8,30.5,Obesidade Grau I,Vegetariana,Cardio,4,Intermediário
Masculino,37,92.0,29.7,29.37,Sobrepeso,Vegana,Cardio,2,Iniciante
Masculino,52,68.5,29.5,25.78,Sobrepeso,Cetogênica,Força,3,Iniciante
Feminino,18,56.5,19.8,16.17,Abaixo do Peso,Paleolítica,HIIT,3,Iniciante
Masculino,55,76.7,27.6,25.63,Sobrepeso,Cetogênica,HIIT,2,Iniciante
Masculino,53,74.7,28.5,28.81,Sobrepeso,Vegana,HIIT,3,Intermediário
Feminino,29,87.0,27.5,25.15,Sobrepeso,Balanceada,Yoga,4,Avançado
Feminino,30,114.0,30.8,31.25,Obesidade Grau I,Paleolítica,Força,2,Iniciante
Masculino,28,70.8,28.1,25.39,Sobrepeso,Balanceada,HIIT,3,Iniciante
Masculino,53,105.0,30.5,31.0,Obesidade Grau I,Vegana,HIIT,2,Iniciante
Masculino,54,57.2,20.3,18.68,Peso Normal,Vegetariana,Força,5,Avançado
Feminino,48,39.6,18.5,14.72,Abaixo do Peso,Balanceada,Força,2,Intermediário
Masculino,33,75.3,29.8,29.41,Sobrepeso,Vegana,Força,2,Iniciante
Masculino,20,96.7,35.0,33.07,Obesidade Grau I,Baixo Carboidrato,Força,3,Iniciante
Feminino,42,73.2,30.9,28.95,Sobrepeso,Balanceada,Força,2,Iniciante
Masculino,43,70.6,28.1,25.6,Sobrepeso,Vegana,HIIT,2,Iniciante
Masculino,42,57.5,21.9,20.62,Peso Normal,Cetogênica,Cardio,5,Avançado
Feminino,39,57.5,23.2,20.15,Peso Normal,Cetogênica,HIIT,4,Intermediário
Feminino,25,53.5,25.4,22.85,Peso Normal,Paleolítica,HIIT,2,Iniciante
Masculino,35,84.6,22.9,22.49,Peso Normal,Cetogênica,Cardio,4,Avançado
Masculino,57,43.9,19.5,14.32,Abaixo do Peso,Baixo Carboidrato,Força,1,Iniciante
Masculino,40,87.2,24.2,24.94,Obesidade Grau III,Cetogênica,Cardio,4,Intermediário
Feminino,50,70.9,32.0,29.52,Sobrepeso,Paleolítica,Cardio,2,Iniciante
Masculino,57,90.1,33.0,30.47,Obesidade Grau I,Baixo Carboidrato,Força,1,Iniciante
Masculino,31,49.6,20.6,18.9,Peso Normal,Vegetariana,Yoga,1,Iniciante
Masculino,55,130.5,35.0,43.59,Obesidade Grau III,Cetogênica,Yoga,3,Iniciante
Feminino,54,55.5,22.3,18.98,Peso Normal,Balanceada,HIIT,2,Iniciante
Feminino,33,58.8,25.2,22.4,Peso Normal,Balanceada,Yoga,3,Iniciante
Feminino,32,85.2,33.3,31.66,Obesidade Grau I,Balanceada,HIIT,3,Intermediário
Masculino,53,61.0,24.7,22.97,Peso Normal,Vegana,HIIT,3,Iniciante
Feminino,56,44.8,17.9,14.98,Abaixo do Peso,Vegetariana,HIIT,3,Iniciante
Feminino,51,44.5,21.2,16.73,Abaixo do Peso,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,26,89.1,33.5,33.14,Obesidade Grau I,Balanceada,HIIT,4,Intermediário
Feminino,56,49.9,20.6,17.28,Abaixo do Peso,Vegana,Cardio,1,Iniciante
Feminino,29,82.5,24.7,20.83,Peso Normal,Cetogênica,Força,2,Iniciante
Masculino,44,50.9,16.7,14.57,Abaixo do Peso,Paleolítica,Força,3,Intermediário
Feminino,27,77.0,29.4,26.63,Sobrepeso,Balanceada,Força,2,Iniciante
Feminino,47,56.1,21.0,17.9,Abaixo do Peso,Vegana,HIIT,4,Intermediário
Feminino,34,102.3,35.0,34.97,Obesidade Grau III,Cetogênica,Força,1,Iniciante
Feminino,34,75.5,24.8,20.06,Peso Normal,Balanceada,HIIT,3,Intermediário
Feminino,21,95.9,33.3,36.11,Obesidade Grau II,Paleolítica,Yoga,4,Iniciante
Masculino,53,57.2,26.7,22.62,Peso Normal,Baixo Carboidrato,Yoga,2,Intermediário
Masculino,23,59.6,25.2,19.24,Peso Normal,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,42,70.2,23.8,25.48,Sobrepeso,Vegetariana,Força,1,Iniciante
Masculino,32,53.4,25.4,23.1,Peso Normal,Vegetariana,Cardio,1,Iniciante
Feminino,37,74.6,24.9,22.52,Peso Normal,Paleolítica,Força,4,Iniciante
Feminino,47,95.4,28.9,33.01,Obesidade Grau I,Balanceada,HIIT,3,Iniciante
Feminino,53,73.8,30.1,23.82,Peso Normal,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,21,62.2,17.8,18.97,Peso Normal,Baixo Carboidrato,Yoga,4,Intermediário
Feminino,54,67.3,30.2,28.37,Sobrepeso,Balanceada,HIIT,2,Iniciante
Feminino,54,115.6,33.0,28.91,Sobrepeso,Paleolítica,Yoga,2,Iniciante
Masculino,31,85.0,31.8,31.59,Obesidade Grau I,Balanceada,HIIT,3,Intermediário
Feminino,18,99.4,34.4,34.39,Obesidade Grau I,Vegetariana,HIIT,1,Iniciante
Feminino,30,61.7,31.4,26.69,Sobrepeso,Vegetariana,Cardio,4,Intermediário
Masculino,21,96.6,35.0,36.35,Obesidade Grau II,Vegetariana,HIIT,4,Iniciante
Masculino,24,67.0,26.7,25.86,Sobrepeso,Paleolítica,Yoga,2,Iniciante
Feminino,48,81.9,23.3,24.45,Peso Normal,Cetogênica,HIIT,5,Avançado
Masculino,19,124.2,35.0,37.5,Obesidade Grau II,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,28,82.0,30.5,29.77,Sobrepeso,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,42,46.2,16.6,14.58,Abaixo do Peso,Baixo Carboidrato,Cardio,2,Iniciante
Feminino,19,110.5,28.9,30.29,Obesidade Grau I,Cetogênica,Yoga,2,Iniciante
Masculino,45,59.5,21.2,21.07,Peso Normal,Vegana,Cardio,3,Intermediário
Masculino,27,76.3,32.6,26.39,Sobrepeso,Paleolítica,Cardio,2,Iniciante
Feminino,18,57.7,21.3,18.85,Peso Normal,Cetogênica,Força,3,Intermediário
Masculino,23,80.6,26.8,24.89,Peso Normal,Vegana,Cardio,4,Avançado
Masculino,44,86.7,21.2,22.35,Peso Normal,Vegetariana,Força,5,Avançado
Feminino,56,96.0,32.4,31.72,Obesidade Grau I,Baixo Carboidrato,Força,3,Intermediário
Masculino,44,68.9,26.0,22.24,Peso Normal,Paleolítica,Cardio,3,Iniciante
Feminino,32,84.3,27.0,27.84,Sobrepeso,Paleolítica,Yoga,3,Iniciante
Masculino,35,78.1,27.4,28.01,Sobrepeso,Baixo Carboidrato,HIIT,4,Iniciante
Feminino,36,58.5,18.7,18.69,Peso Normal,Vegetariana,Cardio,4,Avançado
Masculino,45,52.3,19.5,15.28,Abaixo do Peso,Cetogênica,Cardio,2,Iniciante
Feminino,49,87.8,31.8,34.29,Obesidade Grau I,Vegana,Cardio,1,Iniciante
Feminino,48,82.4,23.3,23.82,Peso Normal,Cetogênica,Yoga,4,Avançado
Masculino,44,85.5,25.6,24.72,Peso Normal,Cetogênica,Força,4,Intermediário
Masculino,43,109.1,35.0,36.45,Obesidade Grau II,Balanceada,HIIT,1,Iniciante
Masculino,37,52.8,17.1,18.05,Abaixo do Peso,Baixo Carboidrato,Força,4,Iniciante
Masculino,32,59.2,25.7,21.47,Peso Normal,Paleolítica,Yoga,2,Iniciante
Masculino,26,72.9,29.3,26.12,Sobrepeso,Balanceada,HIIT,1,Iniciante
Masculino,57,85.6,30.1,29.98,Obesidade Grau III,Paleolítica,Cardio,5,Avançado
Feminino,28,52.3,19.8,20.19,Peso Normal,Cetogênica,Força,3,Intermediário
Feminino,35,64.6,25.2,25.56,Sobrepeso,Vegana,Yoga,4,Intermediário
Feminino,42,42.7,20.3,15.5,Abaixo do Peso,Vegetariana,Yoga,2,Iniciante
Feminino,54,71.9,22.6,20.78,Peso Normal,Baixo Carboidrato,Força,3,Iniciante
Feminino,21,51.4,20.2,17.57,Abaixo do Peso,Paleolítica,Cardio,3,Intermediário
Masculino,20,61.3,24.0,24.88,Peso Normal,Vegetariana,Yoga,3,Intermediário
Feminino,21,57.8,22.2,19.53,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Feminino,46,88.6,35.0,34.62,Obesidade Grau I,Baixo Carboidrato,Força,5,Avançado
Masculino,33,45.4,22.5,20.18,Peso Normal,Vegetariana,Yoga,3,Iniciante
Feminino,40,63.4,25.8,24.17,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,18,72.0,28.8,30.35,Obesidade Grau I,Baixo Carboidrato,Força,2,Iniciante
Masculino,30,69.8,29.3,28.68,Sobrepeso,Vegetariana,Força,4,Iniciante
Feminino,34,97.7,35.0,33.42,Obesidade Grau I,Cetogênica,Cardio,3,Intermediário
Masculino,31,75.4,23.1,20.26,Peso Normal,Paleolítica,Força,1,Iniciante
Feminino,30,51.5,20.8,17.0,Abaixo do Peso,Cetogênica,Yoga,3,Intermediário
Feminino,22,71.6,20.6,19.24,Peso Normal,Baixo Carboidrato,HIIT,4,Intermediário
Masculino,21,79.4,35.0,34.38,Obesidade Grau I,Vegana,HIIT,3,Intermediário
Feminino,24,59.7,19.2,18.63,Peso Normal,Baixo Carboidrato,HIIT,4,Avançado
Masculino,59,85.8,32.4,30.76,Obesidade Grau I,Balanceada,Força,4,Avançado
Feminino,22,84.0,23.5,21.2,Peso Normal,Paleolítica,Yoga,3,Intermediário
Feminino,18,60.9,21.4,19.0,Peso Normal,Vegana,Yoga,2,Iniciante
Feminino,28,68.3,26.1,23.08,Peso Normal,Vegana,Yoga,3,Intermediário
Masculino,49,86.6,34.3,32.58,Obesidade Grau I,Vegana,Cardio,4,Intermediário
Masculino,41,63.6,20.3,20.31,Peso Normal,Balanceada,HIIT,2,Iniciante
Feminino,58,126.1,35.0,44.15,Obesidade Grau III,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,58,76.4,25.3,24.39,Peso Normal,Vegana,Força,2,Iniciante
Masculino,32,62.2,25.4,23.4,Peso Normal,Baixo Carboidrato,HIIT,5,Avançado
Feminino,44,85.1,27.4,24.59,Peso Normal,Balanceada,Cardio,4,Avançado
Masculino,28,55.5,18.0,17.32,Abaixo do Peso,Vegetariana,Cardio,4,Avançado
Masculino,44,59.3,27.1,26.01,Sobrepeso,Vegana,Força,4,Intermediário
Feminino,55,118.6,35.0,40.1,Obesidade Grau III,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,32,83.8,29.7,27.67,Sobrepeso,Balanceada,Yoga,3,Iniciante
Masculino,21,100.8,28.5,29.78,Sobrepeso,Balanceada,HIIT,4,Intermediário
Masculino,28,102.1,33.4,30.15,Obesidade Grau I,Vegetariana,Força,3,Iniciante
Masculino,38,71.6,21.4,20.25,Peso Normal,Vegana,Yoga,1,Iniciante
Masculino,52,125.3,33.4,34.34,Obesidade Grau I,Baixo Carboidrato,Yoga,1,Iniciante
Feminino,42,113.1,34.5,33.76,Obesidade Grau I,Vegetariana,HIIT,4,Iniciante
Masculino,25,70.9,28.6,25.74,Sobrepeso,Cetogênica,HIIT,3,Iniciante
Feminino,53,85.9,23.8,27.72,Sobrepeso,Baixo Carboidrato,Cardio,3,Intermediário
